P=900,I=10000.0,D=30.0
Ts=0.05
Iteration,time(s),piezo_output,measured_wavelength(nm)
2,0.1,210.59799229046513,267.74954078452964
3,0.15000000000000002,116.38020420869995,267.7424247861762
4,0.2,79.94635915788255,267.7293364045156
5,0.25,82.63979311674098,267.7299876060638
6,0.30000000000000004,69.52813924142119,267.722173255121
7,0.35000000000000003,88.63164927418629,267.72786832429415
8,0.4,76.85776286785055,267.7244178346847
9,0.45,85.71660078952269,267.7269703867129
10,0.5,80.05591155854293,267.72536609434565
11,0.55,83.85470587918897,267.72642904549673
12,0.6000000000000001,81.49789771515287,267.7257761054094
13,0.65,83.031701692286,267.72619378286583
14,0.7000000000000001,82.11631157456573,267.725944589798
15,0.75,82.69388566771542,267.72610267339525
16,0.8,82.33803148273033,267.7260051320303
17,0.8500000000000001,82.5644010067697,267.72606589916137
18,0.9,82.43203993999794,267.72602909733763
19,0.9500000000000001,82.51786300091469,267.72605178799694
20,1.0,82.46588224136342,267.7260384003339
21,1.05,82.49873211948909,267.72604699636577
22,1.1,82.47805475988696,267.7260413717926
23,1.1500000000000001,82.4908621918994,267.7260450680555
24,1.2000000000000002,82.48227839354188,267.72604280381796
25,1.25,82.48850503474607,267.72604432991426
26,1.3,82.48497293319144,267.72604263714317
27,1.35,82.4891825915716,267.7260435863302
28,1.4000000000000001,82.4875947003156,267.72604373919444
29,1.4500000000000002,82.48831185346528,267.7260437956152
30,1.5,82.4891781482954,267.7260433657341
31,1.55,82.49103857891603,267.72604367651246
32,1.6,82.49310104320273,267.72604386734844
33,1.6500000000000001,82.49003806608438,267.7260434574361
34,1.7000000000000002,82.49285342586883,267.72604384860557
35,1.75,82.49248551086256,267.72604346262875
36,1.8,82.49315557349527,267.726043826866
37,1.85,82.49405502084382,267.72604344413446
38,1.9000000000000001,82.49403110555814,267.7260435141886
39,1.9500000000000002,82.49562868955988,267.72604377339076
40,2.0,82.49595090023185,267.72604382229315
41,2.0500000000000003,82.49657272299234,267.72604376363097
42,2.1,82.49637135285633,267.72604365250515
43,2.15,82.49710375114873,267.7260438889079
44,2.2,82.49661511850151,267.7260436215709
45,2.25,82.49717491114086,267.7260434375393
46,2.3000000000000003,82.499485663896,267.72604372556196
47,2.35,82.50078838839207,267.7260440993173
48,2.4000000000000004,82.50028601829234,267.7260432604173
49,2.45,82.5011998029972,267.72604406951433
50,2.5,82.5035387120129,267.726043757413
51,2.5500000000000003,82.5026171977443,267.72604340212166
52,2.6,82.50424269506446,267.7260438330533
53,2.6500000000000004,82.5031850008647,267.726043516944
54,2.7,82.50474819316042,267.72604360917813
55,2.75,82.50736096176455,267.72604374652104
56,2.8000000000000003,82.50799429894421,267.7260436081571
57,2.85,82.50858525782134,267.7260436041778
58,2.9000000000000004,82.50896035725695,267.7260436686251
59,2.95,82.51036098558713,267.7260442707913
60,3.0,82.5084952761497,267.72604386154256
61,3.0500000000000003,82.50850428002401,267.72604399678784
62,3.1,82.50802801755052,267.72604348028295
