P=900,I=10000.0,D=30.0
Ts=0.05
Iteration,time(s),piezo_output,measured_wavelength(nm)
2,0.1,211.916604053372,267.8596304866157
3,0.15000000000000002,117.09607009166591,267.85276131186083
4,0.2,82.12533295130979,267.84012393242455
5,0.25,85.54497309535009,267.8409847979356
6,0.30000000000000004,71.22824025967275,267.8359403921122
7,0.35000000000000003,79.967309727343,267.83839100662914
8,0.4,73.19527366374707,267.8364451297495
9,0.45,77.16597765829394,267.8375345506203
10,0.5,74.46678423763903,267.8367875338233
11,0.55,76.07602607828628,267.83722072160265
12,0.6000000000000001,75.05746206417233,267.8369408113291
13,0.65,75.68191599284351,267.8371065193089
14,0.7000000000000001,75.30286251724222,267.83700179057655
15,0.75,75.54873360139626,267.83706555002664
16,0.8,75.40894364365616,267.8370261427925
17,0.8500000000000001,75.5072344956363,267.8370504329228
18,0.9,75.46181346059448,267.8370365601225
19,0.9500000000000001,75.50447959771014,267.8370451136729
20,1.0,75.49008439014746,267.83704000841334
21,1.05,75.5096637738655,267.8370433603253
22,1.1,75.5048634483066,267.83704174575183
23,1.1500000000000001,75.51538363977578,267.8370430081924
24,1.2000000000000002,75.51583942777457,267.8370421478409
25,1.25,75.52403292372964,267.83704348322135
26,1.3,75.52317583993313,267.83704219249375
27,1.35,75.52915068924295,267.83704291868673
28,1.4000000000000001,75.5320663026147,267.83704167466846
29,1.4500000000000002,75.53867579614274,267.8370428080622
30,1.5,75.54372878545108,267.8370430156943
31,1.55,75.54579432439239,267.8370430665916
32,1.6,75.55089771122147,267.83704322716306
33,1.6500000000000001,75.55204663816707,267.83704263751326
34,1.7000000000000002,75.55901977733724,267.83704363245533
35,1.75,75.55808213348794,267.83704310363464
36,1.8,75.56328488245771,267.83704304341455
37,1.85,75.56738079228106,267.837043331452
38,1.9000000000000001,75.56769718679239,267.83704272402167
39,1.9500000000000002,75.57177401469642,267.8370432247593
40,2.0,75.573954763921,267.83704294828743
41,2.0500000000000003,75.5784920954874,267.83704349139754
42,2.1,75.57963359882372,267.8370428843081
43,2.15,75.58084043521457,267.83704270379076
44,2.2,75.5862626911397,267.8370433814881
45,2.25,75.5855041366187,267.83704274332905
46,2.3000000000000003,75.58836381443338,267.8370432492938
47,2.35,75.59124153163971,267.83704392754487
48,2.4000000000000004,75.59396162304208,267.83704351210446
49,2.45,75.59373434819513,267.83704298171057
50,2.5,75.59780053800614,267.8370432343397
51,2.5500000000000003,75.5971748669196,267.83704239216587
52,2.6,75.60157691119007,267.8370439682441
53,2.6500000000000004,75.60171232734727,267.83704298075884
54,2.7,75.60427969293262,267.83704281534733
55,2.75,75.6083538588625,267.83704354618203
56,2.8000000000000003,75.6090155644173,267.83704283051947
57,2.85,75.61223408245775,267.8370432084822
58,2.9000000000000004,75.61337854001218,267.8370434522746
59,2.95,75.61734775007102,267.8370437557557
60,3.0,75.61808172806236,267.83704314665073
61,3.0500000000000003,75.62129033562833,267.83704333432365
62,3.1,75.6248215236404,267.8370430755484
63,3.1500000000000004,75.62447698001863,267.8370435622114
64,3.2,75.62735941066472,267.8370438716703
65,3.25,75.62740440662058,267.83704300853924
66,3.3000000000000003,75.63318258331927,267.83704446342813
67,3.35,75.63117484899617,267.83704326716946
68,3.4000000000000004,75.63468100217226,267.8370440208618
69,3.45,75.63403906471862,267.83704304743657
70,3.5,75.63834930488159,267.83704393469174
71,3.5500000000000003,75.6365692345713,267.83704339164933
72,3.6,75.6397150213986,267.83704408892123
73,3.6500000000000004,75.63990817971617,267.83704411044016
74,3.7,75.63993894590621,267.8370436094973
75,3.75,75.64246857842754,267.83704407622304
76,3.8000000000000003,75.64269540796961,267.8370432686919
77,3.85,75.64509945439298,267.83704309128444
78,3.9000000000000004,75.64749242536536,267.837042887323
79,3.95,75.64889271050117,267.8370437491907
80,4.0,75.65146093712723,267.83704336937006
81,4.05,75.65227714748762,267.83704346169077
82,4.1000000000000005,75.65383823069658,267.83704295408
83,4.15,75.65557824997579,267.8370437821889
84,4.2,75.65708376788264,267.837044292843
85,4.25,75.6558944789775,267.83704377405576
86,4.3,75.65698054495917,267.8370431657838
87,4.3500000000000005,75.66065508791156,267.8370434153747
